ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
6.871607245,197.5170934,19557.99372,8.311348727,355.0872579,379.5077385,18.24071162,65.69423039,4.180389312,0
,214.1723298,8985.911807,7.29797266,,498.8039169,9.583323113,37.61648538,5.504749397,0
8.274069059,195.8033305,18091.20261,7.422104447,365.4072222,369.1983343,16.99633028,,2.575423028,0
8.238878989,198.2134051,11451.31222,5.30898956,309.3294235,401.0637637,13.24332928,81.19771043,2.784712797,0
5.791154373,190.4316792,20288.23557,6.298365795,347.0410203,544.8574806,17.70683826,84.38819143,4.104834817,0
6.153368957,237.1398278,22052.03462,8.090493963,306.2391799,485.0984831,17.07526259,58.10825856,4.030337485,0
7.303051906,196.9528752,22053.01026,5.392692829,305.2215636,451.605924,14.66556053,71.71077868,4.14486994,0
7.5926723,177.0808395,14912.22551,6.041143672,349.2406145,355.2844423,17.16196607,42.11525693,3.341426728,0
6.784116115,189.6083467,12736.865,5.935771844,,480.308581,20.60640864,76.62148876,4.072186608,0
5.606856131,211.5130972,32423.46269,6.812943275,,446.3864036,20.92695018,52.21897874,4.070966098,0
,223.4431113,36290.74611,9.380013284,333.4451998,373.9201602,16.52049596,64.69669078,3.817778953,0
4.922045466,197.2872066,38494.72025,9.144953298,383.2391383,357.4707042,13.12594167,61.86457965,2.291694536,0
5.700784947,185.9222471,27365.10636,7.563100469,,359.506553,15.0894408,56.46343393,3.978141279,0
,215.5784642,25338.61934,5.787190934,266.1099928,429.350268,11.85446068,71.16535216,3.13400015,0
10.67805626,168.6957663,7066.376917,4.86609241,,327.6586444,16.29668848,46.67248259,4.308256961,0
7.602121475,199.3531655,11346.14345,6.900379647,304.9664881,210.319182,17.92578239,62.84667263,3.698874769,0
8.846281957,188.4150006,17734.94963,6.057867647,317.1505445,419.3955691,17.11544677,60.25157823,2.925037558,0
6.751698586,203.4004519,26325.8177,8.365470023,341.8956361,381.4403882,19.52731893,58.29394504,3.756006672,0
,148.1031295,13597.89604,5.733147894,374.0183114,357.7110601,13.27889595,72.69549914,3.619590635,0
,202.0798645,12519.09066,7.627523842,,399.883388,12.74821674,,4.43921524,0
5.088213197,159.9626123,39125.2092,6.055622508,375.619186,400.1553243,20.18959951,68.68869382,2.600618679,0
6.954907217,159.7663994,21895.2857,4.493900098,337.2671775,482.5982702,10.66349163,78.7635917,3.169714976,0
8.983811794,204.6485152,15158.72175,8.645881893,,416.8991601,14.61876666,68.90294499,2.445673388,0
9.519659984,204.0809451,17258.18835,6.154072581,310.7162936,395.6985382,17.06138947,44.27337877,3.994556136,0
4.700392724,195.3528073,35216.53427,7.91908316,335.2793762,539.4646482,9.852784882,64.72133077,3.481943696,0
10.38613293,200.8911924,17982.38726,5.845501641,338.9992737,336.2797071,14.31941121,62.15668614,4.921340625,0
5.746529194,183.4717941,35633.26851,6.066386357,327.5578499,354.1744375,12.54887108,70.52597177,3.808372006,0
,192.9703798,11125.44354,4.954923177,324.7581837,332.956298,15.16457414,79.26457469,4.699120987,0
,248.9546551,25253.07906,8.921733175,296.8210343,482.8469391,14.14225093,69.10401166,3.941073832,0
10.8112895,209.10305,11848.22827,10.14106005,349.9232292,393.1864462,15.47487594,66.03031726,4.416183694,0
6.204429354,211.640958,35439.68784,6.236836217,314.1313174,552.4627918,8.660869468,56.35009618,4.106807505,0
9.066628054,203.3841234,22710.45837,5.962836939,321.5859356,496.1614524,18.3676209,76.41651045,4.055421251,0
4.713116701,209.3420509,20070.56779,6.591108949,301.9655414,354.1701813,14.02383447,89.65078816,3.923356036,0
10.58138599,213.7764386,11298.45009,7.668897441,300.1846217,497.1691281,17.97129472,83.34530447,2.966945651,0
7.574261237,227.9846646,8672.527773,7.335361864,,433.6795425,11.23891367,54.86588904,3.686758983,0
6.138785152,158.422129,20129.97882,6.812142879,352.2299607,373.8436199,13.41781308,80.7310969,4.677289618,0
5.276323544,186.3825903,42063.8744,6.862988075,319.8379854,312.0025326,18.96441809,71.39897598,3.883029041,0
6.776879088,189.4388127,19663.79131,8.386403518,375.4573453,420.3573924,14.83156005,61.0504197,3.322065007,0
7.239415921,211.8728279,13911.82663,8.204071006,345.0439831,494.4169099,15.41647494,32.74561137,4.531825295,0
6.552279123,190.547678,15362.45238,6.928597413,356.3179748,353.0636591,14.89621036,,3.443385019,0
8.408766231,210.7954061,27662.3971,6.634210113,291.6876535,555.580978,12.34483405,67.06182356,2.372791477,0
7.986398706,202.0939398,20447.49013,5.689518474,,477.6688358,12.25839557,43.84169191,4.814779191,0
7.366915284,185.0435967,14151.76008,5.584369157,324.5704591,336.9568673,15.23382587,49.99703389,3.051316563,0
6.062738419,224.8411806,25842.58128,9.463390687,,385.3916191,13.07474968,85.35121382,4.369454697,0
7.8564711,204.7834281,5619.135558,5.816703198,343.5454193,432.0431198,14.94772039,55.96161318,4.534681098,0
5.15839641,189.2957887,35086.39696,6.736118027,340.8718191,331.5867258,12.90979781,61.3446637,4.645852435,0
,197.5707363,17439.44406,6.226491278,,406.0147939,16.69026572,68.96901782,3.458320001,0
6.39908051,230.0279326,23037.07683,10.51784849,316.0725606,452.9744803,13.62553323,,2.620538023,0
7.394255556,207.9630384,29917.82021,7.816294444,,392.4966653,13.17342626,79.78043756,4.263192772,0
4.443850856,240.1679012,24070.26365,9.768406489,338.0524372,533.968647,11.87758168,69.03652276,5.038118946,0
8.247148271,175.9118303,9913.963346,4.974506124,324.4333077,302.200496,11.07051143,71.43816536,3.94196926,0
4.902158989,214.6437558,28278.78928,9.915647165,337.137553,375.0363685,15.5031442,61.59103601,3.499048523,0
6.86313625,194.5866593,23610.51756,8.193416004,346.7680519,439.2296156,14.6597409,89.02719617,4.319777195,0
6.66953238,190.7511649,16246.17319,6.372975148,324.3418933,383.245825,7.85208554,86.44056052,1.964863097,0
7.595669984,207.1154702,13486.14219,6.192662701,328.2095662,452.445746,14.81063041,88.02036523,3.403393177,0
8.163076383,183.1618528,20335.67651,6.028559417,333.0844548,475.2964708,18.24809789,49.6048424,3.287243971,0
8.87027826,193.3699479,16854.12946,5.180105641,318.3546116,355.470925,19.03221887,58.80919944,4.182740665,0
8.769676022,215.3687416,13969.43886,7.548543437,322.7990702,369.0166668,18.91918835,54.75521406,3.776718462,0
4.737391257,215.5295107,30684.21164,8.781904578,,313.513502,11.07028905,62.9144208,3.853388072,0
7.790874862,196.4787124,24061.3496,6.78568519,350.1172538,471.5185364,15.34331564,44.54462707,3.076214341,0
,238.4095981,26493.07621,8.669944103,311.553679,369.2838639,11.75993045,91.2392992,3.241267187,0
6.0873061,214.556086,11628.33668,7.231926685,,344.0720282,13.23230789,98.68662042,3.666671803,0
7.651294226,200.7170513,11699.13355,6.64827278,349.2554448,420.8283622,18.86381748,52.90885102,3.258041647,0
4.771490669,200.3740756,48002.0846,9.165239145,340.3101758,310.9278353,18.76832821,63.66415534,3.936972573,0
,190.6306362,26913.37349,4.649166446,302.4175288,509.2848688,16.19894784,64.1019514,3.452821864,0
5.392057607,198.0171652,19900.40784,7.84322565,348.9519243,419.813956,14.61650918,80.56825165,2.978925445,0
5.477283049,165.4360934,29046.08352,5.523010781,370.8930851,488.7745948,17.26518634,80.23479708,6.35743852,0
6.364155674,193.5069028,22958.00999,6.674635069,,432.1943573,16.27182497,64.57685131,4.764412042,0
,226.7656465,39942.9539,8.594714509,,538.6218031,13.74474872,,4.863377535,0
8.347949483,231.2031014,13533.23003,7.623603583,313.6711274,527.380871,18.66390108,58.05286607,4.217861431,0
6.615981652,194.980636,20919.05143,6.136369824,,383.122057,9.684376378,41.33777496,4.635709127,0
8.312379503,203.7445475,8727.247349,7.456302258,,543.3929883,15.47040047,81.50868192,2.98809301,0
6.836224939,166.7429616,24293.17266,6.861235192,332.8815819,390.8049553,16.00699084,87.10192478,3.666613686,0
6.385470898,231.4884577,26756.918,8.774356717,,422.0677005,16.56311638,73.2606398,4.681716653,0
6.490037175,205.5415172,19397.32389,7.894244798,368.561073,479.7861954,15.80508483,56.98201954,2.430883294,0
,236.3569746,24873.62278,9.410657998,300.6884166,479.0560337,13.52192326,46.59887075,5.284233272,0
6.648849186,181.6881221,30733.50384,5.961272224,343.9252223,257.7041794,17.75844368,35.29618142,4.827527398,0
,210.9797468,21174.40848,7.618884588,,572.7434072,15.11084889,90.25245504,4.217553378,0
9.323583858,212.7106698,15751.1753,5.501070114,296.848512,399.7737042,10.62226549,74.55428506,3.006650222,0
4.581968728,186.0979153,33897.0682,6.358402296,316.5527914,406.382378,19.69984804,62.32330348,4.500207625,0
7.884841993,229.2426598,21733.82804,7.903081469,315.1899838,368.7708937,11.63539928,49.80432225,4.631640754,0
6.168838539,238.3010478,24827.51664,7.720010959,269.4901733,482.6733273,22.09199022,79.1692811,4.435760073,0
7.230845307,177.5748031,17864.68939,5.818229016,343.5933324,367.6899918,19.91295017,59.30305302,5.622018081,0
,235.0045977,3900.913892,6.938729525,286.7651014,553.4940322,19.41801315,84.84773972,4.071343675,0
8.693104326,184.7728094,13283.77805,6.52181467,348.554792,560.9659102,13.97834793,71.73384511,2.898223061,0
,194.8060914,32981.23946,9.554785291,,286.7944316,10.41588906,71.90514736,3.231679693,0
4.797460182,190.3151268,21280.24656,6.188502912,326.7941938,357.4361934,11.71382102,63.86306846,4.038502789,0
9.319176393,199.3335654,14294.24035,7.784940449,366.0517519,338.44145,15.21529266,63.39146815,4.129230416,0
7.581687577,180.7491402,11989.24624,4.977306609,328.1769777,617.8835131,13.56125295,39.21591748,4.457282487,0
5.348213659,232.6685087,11797.92092,7.816284866,312.9867532,371.9106474,11.9756805,65.79702324,3.31116811,0
5.487876363,179.2069831,20162.01862,5.211430348,305.2641421,510.6093851,12.58847481,58.86155798,4.223576482,0
,206.577843,40710.52439,8.813666089,320.4493278,468.0517147,14.52349976,71.45044718,5.486132309,0
8.315959071,221.2702228,16123.30445,9.475801129,348.1773307,501.6739826,22.15974723,75.36497409,2.760212574,0
8.551077748,216.4159321,28909.29028,6.936782341,295.2237067,510.8950007,16.20237144,79.85932286,4.04637969,0
6.013160966,218.8432561,21573.74757,9.295852001,321.1683132,444.276635,14.74434737,62.44323905,3.455622541,0
5.744067537,173.8508816,28391.99819,7.017330331,355.4615889,336.0618031,16.89517971,65.44736154,3.171655208,0
5.218989651,164.7909916,27007.88691,6.592516959,,422.2238018,14.07087898,73.92031968,4.383942554,0
,240.4297868,25959.6139,10.5715963,,446.7429748,13.57347103,80.26837179,3.358353455,0
7.458707683,207.7865734,10513.29678,8.920632925,,442.3681431,18.72530225,43.89808751,2.938082397,0
11.02787986,228.3227976,13124.10564,7.516643216,319.3540394,376.2319179,8.03385864,48.52903793,4.178897909,0
6.72958019,242.1641459,17975.55323,9.808651156,322.2351015,440.8594348,13.57122272,62.17947698,4.003458052,0
4.1502143,174.9267412,41489.63981,5.569868658,,425.2500465,12.53400873,86.68363454,3.502370872,0
7.159398311,171.8161053,28954.80101,5.817090295,357.3287588,530.5264113,18.11704226,79.09444035,3.254926497,0
,235.4174567,13927.00251,8.551446845,,446.4223567,14.13495393,51.70521489,3.66264816,0
6.209697437,169.3185048,22610.76871,4.875413881,327.3799385,549.2767283,17.01511804,51.50550828,3.893766831,0
,178.7777161,10490.83899,7.533042002,354.0576485,367.7586892,14.66895005,57.40146512,4.126407533,0
9.608533594,231.3402282,4544.841718,6.577834048,300.9223297,328.9044942,11.78961929,78.56818212,3.042796944,0
5.375895979,153.7128743,56867.85924,7.894086171,,493.8884638,15.11602281,57.71299204,4.17421964,0
8.69712216,166.4527742,27752.00024,5.350923532,372.2640994,393.5557957,13.74866795,75.02454461,4.180567593,0
7.748928548,198.8430942,18939.93665,7.375883102,316.8202484,368.4028571,9.984033412,65.2515508,3.136945007,0
7.117917746,216.1163186,20067.57279,9.605650817,349.084949,331.971661,17.5391297,84.03285792,4.213567957,0
8.31002902,212.6982764,40936.15339,7.703374743,301.2544217,365.4312125,12.97186896,70.48525056,4.775784922,0
5.524296531,157.1424243,26220.17421,6.344585275,379.7883765,475.3422715,16.90318031,51.10661421,4.033391218,0
8.154840855,202.3173348,25620.77137,7.651668438,367.2242972,597.8700732,11.80284674,72.38476153,3.696327575,0
9.045720545,222.1841691,22829.11084,7.609833076,293.0624593,558.7478629,15.35758277,44.55526428,4.213700444,0
8.922409559,207.5207264,13291.92261,8.560537109,357.9443268,468.5383258,15.69273832,107.2823286,4.081728016,0
5.961301572,182.108995,23926.07882,6.188790308,364.975499,567.5261592,7.791637811,58.17482529,4.919585047,0
,205.4389768,20113.89757,7.248374249,317.2802103,558.9538726,23.95245044,68.24220581,3.651864699,0
8.184410006,166.6365538,17944.85238,4.038955039,331.9541994,363.2357556,12.53583833,56.31059225,4.5990822,0
7.636454091,238.9360743,18136.26158,11.08652625,351.5588107,514.9640601,8.637461294,55.60351213,3.332906497,0
7.775385593,193.0771683,15704.48209,7.881197242,324.336203,301.7534765,13.37816481,89.05195717,3.309471716,0
7.617148871,196.606942,27080.26872,7.382754883,345.1798873,329.0166464,8.547283221,60.14470242,2.391540006,0
6.664934584,218.7700084,16477.35081,7.325000809,299.8465235,412.3085879,17.19268526,41.03578909,4.502138214,0
,182.1618803,30646.81528,6.325161655,294.9660883,404.1201524,14.71228463,106.3717198,3.855772964,0
8.815357953,208.331084,26780.69179,7.223961867,329.1196851,430.4068943,7.151750616,88.41329592,2.87588018,0
7.765635562,173.1855689,13736.34204,6.98410186,359.8136999,355.9980259,11.51512302,39.55047603,3.21444964,0
6.225152013,169.7411715,29533.60883,5.574917123,,380.1147511,17.59550987,75.51905904,2.770822653,0
,223.7204305,15893.67441,8.289191784,303.8506628,360.4684842,15.23427716,48.19557179,4.157927298,0
8.56704382,160.217867,23683.11019,4.286930405,360.2862819,490.5125389,9.027167172,67.47622913,2.804926824,0
6.994194675,216.6653186,23027.38526,9.796329895,382.1529774,369.4680721,18.96725863,59.65152321,4.398900709,0
3.344588533,156.4799268,55334.7028,8.530101581,371.1477704,485.6311478,16.98060997,69.62249007,2.575141031,0
,198.6549758,20063.49033,9.539983929,344.6185348,412.9792013,9.767080689,43.14199975,4.565423282,0
,192.2541619,21762.61415,7.259638238,331.6496586,397.2628257,18.26121295,45.98162418,4.344804944,1
7.774468469,216.7528722,22316.39828,7.947534131,385.0434376,288.0685777,14.13669901,68.86186085,3.891097334,1
,172.7314328,28894.47697,4.250916792,244.2851451,559.6293401,21.34084926,51.27471187,2.959749614,1
7.203438849,168.4453579,22826.4847,6.283249716,271.8920447,437.3708632,16.41065407,64.50592258,6.389161009,1
6.150487601,240.8884224,6342.502843,9.609895813,421.3431865,354.3925259,12.34038423,83.23866139,3.551655811,1
,225.9590923,9660.658302,8.827654541,397.9242403,315.750909,16.71655697,17.00068293,3.959293615,1
6.767523658,203.7510557,21162.72673,5.232749728,251.062384,334.9053758,13.21432417,79.86300941,3.300253498,1
8.037430327,148.4153089,48410.47101,4.755879695,268.2118958,392.9012057,12.4666097,,2.506238127,1
8.177174974,210.44877,18626.14931,7.271672365,,455.9274999,14.2479472,85.93042839,3.325638986,1
6.744799075,204.0843182,20215.69752,6.125251638,304.5279374,544.3393171,12.014243,72.60807608,4.86854263,1
7.603775446,214.682778,11459.62244,10.99999516,398.9208686,321.0690741,12.01067596,58.10070667,3.584985024,1
8.546145555,177.8462444,23349.48542,7.652073245,352.8170527,413.3215995,12.35738526,108.849568,3.505300168,1
5.432512085,231.3515758,14970.64724,9.180703192,409.9884608,448.8647411,10.83824882,65.54821586,3.874425315,1
7.71408936,194.7382822,27336.96262,7.631357066,322.0729563,347.8292033,10.64178919,63.72293291,3.182582857,1
8.154531511,168.0989354,21361.19705,6.19884398,,419.173312,12.30266857,59.88736706,2.460464867,1
,190.2191676,23094.87239,6.48198571,298.3561571,414.8891303,13.46179443,50.89523315,2.9770474,1
7.845879929,193.7849998,13769.86024,9.007161201,343.6208232,510.305603,13.76780176,99.17559467,3.667154205,1
7.156424495,197.9935375,27025.20696,6.734527285,359.7105172,448.4571607,12.51197343,49.29984943,2.958414712,1
5.694694238,240.7121821,7998.674511,8.124265428,,477.0478068,15.45930696,68.89560275,3.8706108,1
6.707685556,199.2853743,17435.34021,6.809945059,,454.73241,14.58729016,81.37845107,3.822668715,1
4.775221956,231.9985786,13978.17266,9.422100575,389.2195856,526.067651,17.20749438,73.94096997,3.223080865,1
,200.3152357,19947.43447,7.378235881,337.2314685,295.7570532,14.03399501,29.66814213,4.387208418,1
5.06404246,214.5293283,21035.10686,9.134812617,,471.1781088,13.33351758,58.19422234,5.122702569,0
7.894322783,176.319304,11697.60697,8.19810571,376.7839891,383.0191013,12.67748794,57.28026549,2.865031443,0
7.042793877,194.0467188,16733.1241,7.701926489,350.243966,504.9254661,19.70342153,82.25345355,3.965647067,0
8.305063984,177.1743936,8451.319111,5.807121708,335.8717185,361.6914368,14.35935118,50.92667057,4.461210732,0
8.268307592,168.6878903,13181.67352,6.383226138,298.3070931,294.2980647,12.36642436,79.20647326,4.405408198,0
,199.5705251,25305.10293,5.956792226,329.1332549,287.5960625,13.78614149,33.78155732,4.133069339,0
7.397562418,217.9367989,24502.15515,5.919099072,,426.0030036,12.26315013,49.50251324,2.459336841,0
8.725393412,213.6103718,18862.67305,8.670126667,324.0271055,396.2290102,20.05573721,96.59145991,4.565542154,0
10.35174253,241.6717998,18588.30333,8.784378179,,303.6881065,13.61594728,75.12989609,5.227609397,0
8.174028131,192.3904298,19808.53777,6.955821311,377.7001885,503.5221724,13.780973,59.5427687,3.986780704,0
8.034011917,197.6093924,25204.67408,6.5010969,330.5521729,490.8215001,15.10728865,89.80094741,2.452120806,0
8.205541815,188.2771878,19902.82382,5.002791912,,331.3455693,15.06284086,57.81433533,3.634030668,0
7.893818459,203.2966211,16853.67633,7.334428248,339.7675789,398.9895004,19.31875982,58.57460973,3.508503713,0
,218.4055447,11370.64917,6.866826342,392.8419068,284.5511731,16.09552023,,3.266562403,0
5.488135469,192.5079836,21715.77441,5.454063428,,553.2872406,13.08152418,87.27953748,3.652991422,0
8.163074031,162.2318457,10494.57337,8.087495754,423.9520283,487.3183457,16.0116082,69.97671925,4.128193137,0
6.867000691,184.248496,14464.11555,6.759352212,371.2838194,497.7037751,14.78286051,73.4334785,3.484120574,0
5.821706914,220.1254226,40009.72361,6.631835992,,493.1183456,12.42083384,49.12930147,3.908198846,0
7.451888779,203.2002856,15825.18257,6.754242497,,348.9529034,11.09489849,91.49308716,3.930080761,0
6.898315041,228.8028036,45939.68916,9.56402666,377.8135054,392.3823257,13.87299426,66.98358863,3.822307139,0
7.544340114,180.1197279,17253.33674,5.741253814,,575.9221717,14.86190621,58.75498069,4.435514109,0
4.103867855,168.2836513,22207.47023,5.850079945,,344.8695064,15.4664551,34.719623,3.808850694,0
5.329938815,196.0346231,24000.52314,5.729574899,335.0923218,511.7051873,18.58809063,68.45803745,5.79932235,0
6.962993545,206.8178871,24036.59383,7.691454199,356.6325615,552.2730553,8.574690965,88.62013893,4.760381755,0
6.846059942,177.8291271,16515.67039,6.147209937,308.9016959,542.9970994,12.62647377,60.90025425,4.709374128,0
6.279842183,175.8906397,11582.50525,7.059985115,,430.3220919,15.67478517,86.7602572,3.27858441,0
6.739849728,197.3744818,34702.41785,5.869684683,261.0680058,390.0465726,17.75791679,91.38460524,4.379630439,0
5.495035446,184.4348362,26744.30174,7.356517093,332.0302848,459.6421716,18.41792399,71.87557365,4.115428052,0
7.583770299,217.2832624,36343.40706,8.532725773,375.9643912,393.877683,17.44230131,77.72225679,3.642289214,0
5.866702734,159.4331752,16298.00135,5.78470854,,525.2137907,11.05544595,79.28873961,5.302972731,0
6.394980461,220.4223891,21051.25691,8.739505128,348.0477605,353.3654184,19.63704162,48.70998869,4.732002727,0
5.82126163,204.04889,37174.00541,7.867815242,329.0195542,466.783264,13.98870666,96.82696136,4.371078785,0
5.514062185,212.5550663,27859.74831,6.64635563,286.4748065,524.5479749,13.06780306,99.91838657,4.460362938,0
6.730883602,192.4360764,22296.05965,7.450541237,,326.3507452,11.82740117,,4.359137364,0
5.198067643,200.4644449,37200.24206,7.401099401,311.7948866,573.1355324,17.23865591,74.94821697,3.295033859,0
,191.0123086,9626.893206,6.179376874,353.0558905,271.3684375,13.44117537,92.4861398,4.654177335,0
7.362331187,215.6372552,28263.31064,6.478948476,,417.6082144,16.55254307,56.39934641,3.93356497,0
7.06614184,207.3614294,22523.43357,8.064693072,343.2938764,503.2533171,12.16833372,83.65661496,4.127599073,1
5.420347747,232.3868274,25107.20863,6.536679802,,473.2680964,10.81712252,81.2249827,3.75672017,1
7.015332583,222.1130042,16351.22629,7.838884174,353.1898057,420.1368731,8.840514451,66.54393516,5.251223104,1
,246.2397632,6974.225135,9.812468419,417.9118369,355.5324696,13.33009055,68.38837818,4.138696567,1
6.044671753,150.6710211,13593.60002,6.456238477,401.737392,392.2067414,19.82739182,43.56429261,4.914883756,1
6.198650336,246.4769625,31369.54164,6.218948454,,527.0007956,10.52293463,62.12546898,3.574172022,1
7.678945067,178.2005415,20243.0882,7.099474378,,363.9740597,11.91320393,58.27370011,3.089549648,1
8.062066123,125.705329,35381.67076,4.740110743,,463.4616401,7.091228957,98.59456046,3.040031498,1
7.255798597,200.1637946,32595.12024,7.572435471,324.5515135,489.2721602,12.30563441,45.68742145,3.968177083,1
,239.4399531,15426.91508,8.731751183,392.3121734,364.9564913,14.16201047,70.76599159,3.430167323,1
6.792407469,306.6274814,28508.21693,6.811415525,293.0783048,306.1155393,9.006142614,60.91203353,2.505650441,1
7.368165577,204.0414512,8524.874646,9.469763497,429.8143222,328.5652878,11.17315498,88.88881943,3.684263383,1
8.837786915,195.8272127,11610.20795,7.870061541,332.7590286,514.9259969,12.29161551,87.42907784,2.087080217,1
7.108140711,148.6246065,23688.20522,7.003487667,339.112673,259.9637626,17.21857543,56.04493436,4.015246444,1
5.289618437,194.0563929,21776.17017,6.278292699,359.099733,353.7729296,14.18147063,33.59203077,4.54810035,1
7.169251038,162.4782263,39624.08718,5.408353952,300.6951298,507.027006,16.55922859,,4.533174155,1
7.695049437,153.8097827,11598.68237,8.053642008,,297.6758766,12.90735091,73.6887424,3.198879005,1
8.693149901,219.1782966,16559.87726,8.877010593,355.3049804,545.228668,7.283012996,73.33152913,4.687846798,1
